id,LEVEL3_COD,invasive,e.species,status.x,e.n,e.sd,e.temp_mean_30,e.temp_sd_30,e.temp_mean_30_sd,e.temp_sd_30_sd,e.reservoir_mean_30,e.reservoir_sd_30,e.reservoir_mean_30_sd,e.reservoir_sd_30_sd,e.temp_mean_60,e.temp_sd_60,e.temp_mean_60_sd,e.temp_sd_60_sd,e.reservoir_mean_60,e.reservoir_sd_60,e.reservoir_mean_60_sd,e.reservoir_sd_60_sd,e.temp_mean_90,e.temp_sd_90,e.temp_mean_90_sd,e.temp_sd_90_sd,e.reservoir_mean_90,e.reservoir_sd_90,e.reservoir_mean_90_sd,e.reservoir_sd_90_sd,n.species,status.y,n.n,n.sd,n.temp_mean_30,n.temp_sd_30,n.temp_mean_30_sd,n.temp_sd_30_sd,n.reservoir_mean_30,n.reservoir_sd_30,n.reservoir_mean_30_sd,n.reservoir_sd_30_sd,n.temp_mean_60,n.temp_sd_60,n.temp_mean_60_sd,n.temp_sd_60_sd,n.reservoir_mean_60,n.reservoir_sd_60,n.reservoir_mean_60_sd,n.reservoir_sd_60_sd,n.temp_mean_90,n.temp_sd_90,n.temp_mean_90_sd,n.temp_sd_90_sd,n.reservoir_mean_90,n.reservoir_sd_90,n.reservoir_mean_90_sd,n.reservoir_sd_90_sd,e.vector,n.vector,continent,n,longitude,latitude,growthform,latitude.abs,yi,vi,phenology
179,MXS,Spathodea campanulata,Spathodea campanulata,exotic,55,61.46602250897657,294.39677170262195,0.8851846775408448,3.2787242963703656,0.43697198482771715,1.6707796414709608e-4,1.1703685874966363e-4,1.2401581397870816e-4,5.586554504705952e-5,293.72830216841265,1.0649066731865366,2.9188653168511114,0.447595748158674,1.263108331106813e-4,9.726283141756086e-5,1.1906678612432226e-4,6.0055821533800684e-5,293.2121797318892,1.0553529551522285,3.1025667687261436,0.4693041483913697,9.505322781579891e-5,8.809897919805315e-5,1.0381024467756808e-4,6.485151734057796e-5,Handroanthus chrysanthus,native,40,50.25958438973564,294.86174402872723,1.1612482505140347,3.401320137033427,0.5852387328312053,5.32509623747061e-5,6.352587175388605e-5,8.040974537459987e-5,5.845033975190453e-5,295.0425183614095,1.0849620063732681,3.748881407834343,0.5134459684793927,2.5708968185758814e-5,4.511378926221246e-5,2.8578751585257626e-5,4.5788562327264576e-5,295.4505574544271,1.1036647372517256,3.8996539232297835,0.5552778017573596,3.909988024789572e-5,5.7217791479565784e-5,4.5970744286019415e-5,4.862251477178065e-5,351.7654670856582,445.41845271483976,Northern America,16152,-100.64492462899739,18.855367918937283,Woody,18.855367918937283,-1.0464276296565904,0.04894503283502192,Flowering
180,MXS,Spathodea campanulata,Spathodea campanulata,exotic,55,61.46602250897657,294.39677170262195,0.8851846775408448,3.2787242963703656,0.43697198482771715,1.6707796414709608e-4,1.1703685874966363e-4,1.2401581397870816e-4,5.586554504705952e-5,293.72830216841265,1.0649066731865366,2.9188653168511114,0.447595748158674,1.263108331106813e-4,9.726283141756086e-5,1.1906678612432226e-4,6.0055821533800684e-5,293.2121797318892,1.0553529551522285,3.1025667687261436,0.4693041483913697,9.505322781579891e-5,8.809897919805315e-5,1.0381024467756808e-4,6.485151734057796e-5,Crescentia alata,native,43,71.55469040249359,298.9959867019062,1.0286488024556026,2.5414276346200513,0.39825371097336676,9.583051810661671e-5,8.48729297581173e-5,1.1579659803335605e-4,7.472359288088762e-5,298.8713134292484,1.0826097991363812,2.6240121008468282,0.50310767324666406,1.2880524746068601e-4,1.0242304680715808e-4,1.1956083858953223e-4,6.935093188753962e-5,298.63032527006874,1.011783199753058,2.4881635455496047,0.39767551908240856,1.7265676510918047e-4,1.2428781950034695e-4,1.3042678622375247e-4,6.33827964530785e-5,351.7654670856582,212.93979110457775,Northern America,16152,-100.64492462899739,18.855367918937283,Woody,18.855367918937283,-0.5866857357623149,0.043193755362587,Flowering
181,MXS,Spathodea campanulata,Spathodea campanulata,exotic,55,61.46602250897657,294.39677170262195,0.8851846775408448,3.2787242963703656,0.43697198482771715,1.6707796414709608e-4,1.1703685874966363e-4,1.2401581397870816e-4,5.586554504705952e-5,293.72830216841265,1.0649066731865366,2.9188653168511114,0.447595748158674,1.263108331106813e-4,9.726283141756086e-5,1.1906678612432226e-4,6.0055821533800684e-5,293.2121797318892,1.0553529551522285,3.1025667687261436,0.4693041483913697,9.505322781579891e-5,8.809897919805315e-5,1.0381024467756808e-4,6.485151734057796e-5,Roseodendron donnell-smithii,native,118,40.1472114053656,295.22677641615354,1.084736535383743,2.1403395635552727,0.3241747530749058,4.919311816365565e-5,6.6402052139304e-5,5.815819752289566e-5,5.26746344043633e-5,295.5169151349256,1.021642714350503,2.6442514474954626,0.3870227229255566,2.441282249194507e-5,3.262212632142125e-5,3.204872951981828e-5,3.843546575248189e-5,296.191432405461,0.9656788556861353,2.676401010148688,0.3211548312682976,1.480025248838735e-5,1.986229426381664e-5,2.1978734157410306e-5,2.6762957705731917e-5,351.7654670856582,438.9051269394016,Northern America,16152,-100.64492462899739,18.855367918937283,Woody,18.855367918937283,-1.3859692569341484,0.032208159716491894,Flowering
182,NAT,Acacia mearnsii,Acacia mearnsii,exotic,24,35.229546734054246,286.8041446685791,2.6479506650183744,2.091904994984967,0.69807965815505435,4.9577810368188016e-5,5.5673099692587654e-5,4.23965862696688e-5,2.5795994377678945e-5,288.5529164208306,3.572481078732442,2.066175306797958,0.5805388427422382,7.830226457138749e-5,9.204832041154782e-5,3.072257895693976e-5,2.8695687151236027e-5,289.78468000623917,3.6846955605714844,2.020885951596397,0.716969151874954,1.1097186894047065e-4,1.0843637834250829e-4,4.4184178422173536e-5,2.854549206920633e-5,Albizia adianthifolia,native,30,35.99320407989207,290.4430438232422,1.6861765389574157,2.1683829651734445,0.41940569956151325,4.094471541082038e-5,5.936043558056537e-5,2.556788584726631e-5,3.159288985584838e-5,291.4658940294054,2.3411222145122252,2.0619421284932837,0.6905444136422765,5.521915295308803e-5,7.79602681406044e-5,3.030288001213909e-5,3.09552257672447e-5,292.7657541232639,2.4509612195023065,1.9986745823356633,0.738991713414198,7.981701020948072e-5,1.0227214225835111e-4,3.524784755634939e-5,3.5175257294606e-5,304.1955875458791,281.75186423252694,Africa,6772,30.735401418189262,-28.702692731023234,Woody,28.702692731023234,-0.24984208750671452,0.07557797285823808,Flowering
183,NAT,Leucaena leucocephala,Leucaena leucocephala,exotic,24,63.93466194440597,292.184273952908,2.197370944434677,2.792892020047952,0.6784984404396001,8.33615762724856e-5,9.568464582971053e-5,3.802953416770691e-5,3.39364951252353e-5,292.84597850375707,2.0178198926798356,2.3033091981553255,0.7388950218406708,8.371259901421846e-5,9.912418911605876e-5,4.220341923799118e-5,4.1880166495122484e-5,294.09830131530765,2.1295505011404807,1.590682883898972,0.6252672805778369,9.060298713890654e-5,1.0087195473433296e-4,4.094170732736811e-5,4.006869224676062e-5,Dichrostachys cinerea,native,111,53.39726783175049,293.668665467225,2.562040382003199,2.0813907539070917,0.6867384412511889,7.864128615711563e-5,8.201099021493973e-5,5.442744118085804e-5,3.0708822011430994e-5,294.6308524191916,2.500621371840065,2.069906904475579,0.6386234795935694,8.883838680205881e-5,9.306925575607024e-5,4.7423449154379843e-05,3.344237583405041e-5,295.18281504771375,2.2453320354568165,1.791228771686246,0.5916370406347509,1.0088094715136696e-4,9.771026983958869e-5,4.988227245222607e-5,2.9860069378836286e-5,338.72715608064425,369.7352942634614,Africa,6772,30.735401418189262,-28.702692731023234,Woody,28.702692731023234,-0.09032589774254195,0.05070589333420529,Flowering
184,NBR,Lythrum salicaria,Lythrum salicaria,exotic,325,20.791487936067675,286.05773322002705,3.1206032818242213,3.9434170968930435,0.8343817566665522,1.1261075301284894e-4,1.4503710319679897e-4,4.577843347236195e-5,3.625592956949804e-5,290.74943042931193,2.725049696192383,2.354978691656904,0.7237099999530737,1.3403198693485535e-4,1.7392922645711694e-4,4.514457392061146e-5,3.890200462884872e-5,292.65958013446516,2.2861402642902173,1.439339395290872,0.521386959582071,1.3012070182412562e-4,1.7018786943369813e-4,4.405214177294065e-5,3.7287980728308836e-05,Epilobium angustifolium,native,233,18.391695165926727,282.40326326340227,3.4256112696581025,4.030922973493225,0.9854956809539884,1.3396118080189306e-4,1.3045153476220773e-4,9.334953072726008e-5,3.999226150618758e-5,288.34660674655896,3.290265076899683,2.8467147874198457,0.959786140394936,1.1516221571764484e-4,1.583245367771376e-4,4.460378626810975e-5,4.2080243795272615e-5,291.9853031185734,2.5412365596268733,2.0107567146614245,0.6860233288288743,1.2180435281193353e-4,1.6407878643007195e-4,4.2918612104865795e-5,3.644477587959548e-5,220.36285553341716,204.5486057867847,Northern America,1957,-66.3645542159566,46.62410431026089,Herbaceous,46.62410431026089,0.3059294621494841,0.007452633118703116,Flowering
185,NBR,Reynoutria japonica,Reynoutria japonica,exotic,44,10.690671047969701,291.3683035185843,2.654811264286549,1.7010323024911496,0.6251433822594433,1.3729650811089398e-4,1.7845225237252712e-4,3.9689370045117194e-5,3.241281574735426e-5,293.214881735137,2.0528747706149875,1.4343555704031625,0.4889239715473916,1.2569900476093877e-4,1.6842165349595787e-4,4.347044012740794e-5,3.9109640063789846e-5,290.88819591637815,2.577239556020725,2.011600931275515,0.7103282163971018,1.1786721791996292e-4,1.6399052499325973e-4,3.526359609700454e-5,3.203354549602945e-5,Polygonum cilinode,native,32,18.19195510054276,280.8198656717936,3.185786242389994,4.4008339399615535,0.9299572232147703,1.5050341468014818e-4,1.395888429771482e-4,8.090830136995577e-5,4.11244694535955e-5,287.2840355237325,3.501629607893177,3.429357108374738,1.1676175952361514,1.1612142321258308e-4,1.513397383943416e-4,5.739988422034935e-5,4.108138869749647e-5,291.40923557281496,2.6566694664699835,1.8315102976897522,0.7424591693677302,1.3770145605352633e-4,1.7664074550231422e-4,4.05362875220447e-5,3.683859817904326e-5,252.66194951059362,196.6249241061168,Northern America,1957,-66.3645542159566,46.62410431026089,Herbaceous,46.62410431026089,0.21615145000088518,0.05428465068344039,Flowering
186,NCA,Lythrum salicaria,Lythrum salicaria,exotic,26,27.44779361043782,291.45497256547975,3.1935239081368603,4.267767502959904,0.9925293286417819,1.2616529975803152e-4,1.7162988456797157e-4,7.137373639238724e-5,6.993075722197973e-5,294.9678183922401,2.177396681810195,2.8725777826302634,0.8436267036381904,1.5326485218958682e-4,1.8603882390433278e-4,4.79017458598241e-5,4.043768849988794e-5,296.34975390312,1.7533150510214308,2.3066639699189664,0.6643399158871709,1.380064323634236e-4,1.5591000502060211e-4,5.822493332690742e-5,3.551954150441999e-5,Rhexia alifanus,native,209,27.896763249106574,242.61201288688696,-44.543874197923,711.8422109897851,691.8750378358554,-47.84203746322916,-47.84199738354919,691.6452971320552,691.6452999177534,246.14496812835645,-45.24295326715757,712.0848498753311,691.8264850306147,-47.842012174967415,-47.841973939212636,691.6452988896916,691.6453015472293,248.71992687852,-45.93198183685753,712.259811637713,691.778419483605,-47.841970462695144,-47.84194727338422,691.6453017888614,691.6453034006106,213.0549340884828,186.17458363515428,Northern America,4421,-79.37911244449232,35.56230648824628,Herbaceous,35.56230648824628,-0.07297459955196821,0.043257557865646896,Flowering
187,NCA,Lythrum salicaria,Lythrum salicaria,exotic,26,27.44779361043782,291.45497256547975,3.1935239081368603,4.267767502959904,0.9925293286417819,1.2616529975803152e-4,1.7162988456797157e-4,7.137373639238724e-5,6.993075722197973e-5,294.9678183922401,2.177396681810195,2.8725777826302634,0.8436267036381904,1.5326485218958682e-4,1.8603882390433278e-4,4.79017458598241e-5,4.043768849988794e-5,296.34975390312,1.7533150510214308,2.3066639699189664,0.6643399158871709,1.380064323634236e-4,1.5591000502060211e-4,5.822493332690742e-5,3.551954150441999e-5,Rhexia petiolata,native,71,26.578349512768824,295.7312967076548,2.4085957695498874,3.0977883801814246,0.8513108515248597,1.0501080663967124e-4,1.417473867151426e-4,5.07926560084856e-5,4.90478570394821e-5,298.52808823563123,1.715699750736433,1.8254436346206446,0.6814224399157429,1.3366083791519834e-4,1.6370021575221462e-4,5.359347388963162e-5,5.177133700674935e-5,299.2481551909111,1.4766376202725855,1.2292227403889802,0.5617881068107959,1.5237454985869294e-4,1.6845248441731828e-4,4.8074965876137766e-5,3.309198876928021e-5,213.0549340884828,218.44367096204357,Northern America,4421,-79.37911244449232,35.56230648824628,Herbaceous,35.56230648824628,-0.36861496277148803,0.05324644236347768,Flowering
188,NCA,Lythrum salicaria,Lythrum salicaria,exotic,26,27.44779361043782,291.45497256547975,3.1935239081368603,4.267767502959904,0.9925293286417819,1.2616529975803152e-4,1.7162988456797157e-4,7.137373639238724e-5,6.993075722197973e-5,294.9678183922401,2.177396681810195,2.8725777826302634,0.8436267036381904,1.5326485218958682e-4,1.8603882390433278e-4,4.79017458598241e-5,4.043768849988794e-5,296.34975390312,1.7533150510214308,2.3066639699189664,0.6643399158871709,1.380064323634236e-4,1.5591000502060211e-4,5.822493332690742e-5,3.551954150441999e-5,Rhexia mariana,native,242,29.437153853455122,292.3132312617026,3.351447049249411,3.9294694048936325,0.8446406912286075,9.264561344085278e-5,1.3595336550091108e-4,5.2899649575528955e-5,5.367576846673784e-5,296.03478707137515,2.7836105743816137,3.1559122553873182,0.9360060096160459,1.089458877666146e-4,1.5074435720026597e-4,5.567608716611951e-5,5.755600481524232e-5,298.12126032301217,2.1148667761066267,1.7723278785836054,0.7231941146490606,1.350372381752766e-4,1.6407699311499351e-4,4.578343228824576e-5,4.033265546792127e-5,213.0549340884828,197.55726503041214,Northern America,4421,-79.37911244449232,35.56230648824628,Herbaceous,35.56230648824628,-0.6088217109076786,0.043285306947975784,Flowering
189,NCA,Lythrum salicaria,Lythrum salicaria,exotic,26,27.44779361043782,291.45497256547975,3.1935239081368603,4.267767502959904,0.9925293286417819,1.2616529975803152e-4,1.7162988456797157e-4,7.137373639238724e-5,6.993075722197973e-5,294.9678183922401,2.177396681810195,2.8725777826302634,0.8436267036381904,1.5326485218958682e-4,1.8603882390433278e-4,4.79017458598241e-5,4.043768849988794e-5,296.34975390312,1.7533150510214308,2.3066639699189664,0.6643399158871709,1.380064323634236e-4,1.5591000502060211e-4,5.822493332690742e-5,3.551954150441999e-5,Rhexia nashii,native,52,28.327600064265464,294.89131923577725,2.726323451910266,3.184185549352303,0.836326439032129,9.916533661329143e-5,1.3636556340963936e-4,5.3044483407138946e-5,4.940479629590718e-5,297.78801985520585,2.1668968904501327,2.527598590201317,0.9177655519622282,1.1542254703412875e-4,1.4640089149326092e-4,4.6973469702181906e-5,4.4664938440615904e-5,298.85303221482496,1.6070763316833188,1.7681952989518908,0.49244921134908426,1.4453108197541538e-4,1.587200255121408e-4,4.342559524872315e-5,3.1955244742335036e-5,213.0549340884828,213.7279808585649,Northern America,4421,-79.37911244449232,35.56230648824628,Herbaceous,35.56230648824628,-0.4477936202674566,0.05897768670738612,Flowering
190,NCA,Lythrum salicaria,Lythrum salicaria,exotic,26,27.44779361043782,291.45497256547975,3.1935239081368603,4.267767502959904,0.9925293286417819,1.2616529975803152e-4,1.7162988456797157e-4,7.137373639238724e-5,6.993075722197973e-5,294.9678183922401,2.177396681810195,2.8725777826302634,0.8436267036381904,1.5326485218958682e-4,1.8603882390433278e-4,4.79017458598241e-5,4.043768849988794e-5,296.34975390312,1.7533150510214308,2.3066639699189664,0.6643399158871709,1.380064323634236e-4,1.5591000502060211e-4,5.822493332690742e-5,3.551954150441999e-5,Rhexia virginica,native,64,25.602190659180803,292.7635667959849,2.9621203818425577,3.9796157181940846,0.9419318942143117,1.3369577038463022e-4,1.7288207504067332e-4,6.144292609692361e-5,5.7670654307804825e-5,296.00041688283284,2.2129833378971884,2.9247617416373104,0.8387691697269428,1.493124443211477e-4,1.810592397020271e-4,6.301636652295917e-5,5.427771868963815e-5,297.4152174154917,1.661310024407054,2.4025440727354423,0.5988931780448353,1.570855129449757e-4,1.7293402822211122e-4,5.56433890029014e-5,4.5337968498848986e-5,213.0549340884828,213.19173994239256,Northern America,4421,-79.37911244449232,35.56230648824628,Herbaceous,35.56230648824628,0.11589679357500268,0.05416116105465495,Flowering
191,NCA,Lythrum salicaria,Lythrum salicaria,exotic,26,27.44779361043782,291.45497256547975,3.1935239081368603,4.267767502959904,0.9925293286417819,1.2616529975803152e-4,1.7162988456797157e-4,7.137373639238724e-5,6.993075722197973e-5,294.9678183922401,2.177396681810195,2.8725777826302634,0.8436267036381904,1.5326485218958682e-4,1.8603882390433278e-4,4.79017458598241e-5,4.043768849988794e-5,296.34975390312,1.7533150510214308,2.3066639699189664,0.6643399158871709,1.380064323634236e-4,1.5591000502060211e-4,5.822493332690742e-5,3.551954150441999e-5,Rhexia lutea,native,81,16.937748932630587,34.51692395622347,-243.1102311787508,1606.3957093056197,1561.9455029153744,-246.88882783038127,-246.88878684951197,1561.3404515115215,1561.340458072674,38.260863755465536,-243.858729981333,1606.9953555620573,1561.8256788415638,-246.88882303874735,-246.88877606624737,1561.340452278676,1561.3404597991052,41.710356874819155,-244.54269762626248,1607.5473106752174,1561.7162489582424,-246.88877736770115,-246.8887359212521,1561.340459590739,1561.3404662264322,213.0549340884828,159.84055644970636,Northern America,4421,-79.37911244449232,35.56230648824628,Herbaceous,35.56230648824628,-0.17985882967421749,0.050958381953378436,Flowering
192,NCA,Pueraria montana,Pueraria montana,exotic,160,20.040569275395324,295.676409778595,2.5551636261107866,3.1201636863718014,0.8062619757091225,1.2040506191837747e-4,1.6585094875648317e-4,4.482861251305428e-5,5.058210986210279e-5,297.9317649904887,1.8492458820738233,2.2151547645620453,0.7218628635711355,1.221414983169348e-4,1.5438175206254056e-4,4.40181075144299e-5,4.243988862716695e-5,297.9090922673543,1.8157909882737095,2.069635975505428,0.5602520758712033,1.274803113712627e-4,1.5970073525858118e-4,5.03104552500791e-5,4.035652580914285e-5,Amphicarpaea bracteata,native,112,19.544908903679932,295.3007487887428,2.2919674623696027,3.640698973103366,0.7067053688708127,1.4267515662701177e-4,1.800449801825518e-4,5.2649147282686715e-5,4.671383250926209e-5,296.91752228509813,1.5730222989805387,3.0123844569360356,0.5284276055651678,1.5424623479690832e-4,1.710557885970747e-4,5.4706913589162655e-5,3.730824067836375e-5,296.08899243672687,1.7198930780827208,2.4082725351680963,0.5983397311587384,1.5197819590886445e-4,1.7665748892862037e-4,5.280617614084864e-5,3.914642357555763e-5,232.32786514495047,240.56341757105395,Northern America,4421,-79.37911244449232,35.56230648824628,Herbaceous,35.56230648824628,0.46077353668554955,0.0155688513037731,Flowering
193,NCA,Reynoutria japonica,Reynoutria japonica,exotic,114,32.18708469209686,290.51917499743007,2.936693406563103,4.486896129968302,0.9814455032456052,1.3696817133209644e-4,1.7361048405032113e-4,5.565769651563878e-5,5.239774120396507e-5,293.4473304703919,2.189860619617618,3.464713006121783,0.9923499821251179,1.5525636744287798e-4,1.828645629223957e-4,5.176741861731278e-5,4.5428234409537624e-5,294.79731546145433,1.7901172418182316,2.001783963217472,0.686435399889362,1.6152653300335743e-4,1.843079173760665e-4,5.092094852293312e-5,3.488708978593747e-5,Fallopia scandens,native,32,18.958851438405702,294.45826937357583,2.0012672763790866,3.5050976812798615,0.7523594996965067,1.2890294394011793e-4,1.6695351953475974e-4,4.153976719556387e-5,3.8793335258557006e-5,295.50686070124306,1.6084202239845065,2.9167439103147332,0.48561144376351156,1.603555554606941e-4,1.713472260402754e-4,5.222678083601732e-5,4.305574557890687e-5,294.6156723022461,1.687964764132164,2.0104137759364056,0.48207913687640164,1.5093113102958484e-4,1.9201787754381916e-4,4.618633322759443e-5,3.812224458375887e-5,212.32287281316616,246.00308222305517,Northern America,4421,-79.37911244449232,35.56230648824628,Herbaceous,35.56230648824628,-0.15155890616136664,0.04010059455756425,Flowering
194,NEB,Lythrum salicaria,Lythrum salicaria,exotic,49,23.56295312374887,291.70336731372237,4.317064871016717,5.330132629381042,0.9735606821299921,3.801043098420694e-5,5.499919250076609e-5,1.1908901686795918e-5,1.2661186968294082e-5,296.7826769770408,3.4325925723891104,3.1114784621470024,1.0200132170825877,3.675744188664447e-5,5.720400124328958e-5,1.3585287305210767e-5,1.3449396845981228e-5,297.9541497885775,2.8197556538741213,1.2450824132944616,0.6657185439824459,3.380632867115093e-5,5.768523891778819e-5,1.503096647074304e-5,1.8589920468442353e-5,Oenothera serrulata,native,28,21.451696210556083,280.92923511323477,5.018632861606657,4.653406183380877,1.031468781106868,2.9954776953549008e-5,4.281471561602723e-5,1.751463283328506e-5,1.7875595548181826e-5,287.371552894229,4.94619452563945,4.729085509211323,1.010705309683782,3.5792398486114046e-5,4.7274757719701445e-5,1.637107606174808e-5,1.4722903907257013e-5,294.03981533958796,3.7909577465170887,3.0335583516910183,1.197431247180502,3.6022939155029774e-5,4.9178974528267324e-5,1.838894835681373e-5,2.3547505816014917e-5,218.2448605279827,176.32450786843475,Northern America,2318,-99.77631240044919,41.538447126836374,Herbaceous,41.538447126836374,-0.562217485795328,0.058174971715527025,Flowering
195,NEB,Lythrum salicaria,Lythrum salicaria,exotic,49,23.56295312374887,291.70336731372237,4.317064871016717,5.330132629381042,0.9735606821299921,3.801043098420694e-5,5.499919250076609e-5,1.1908901686795918e-5,1.2661186968294082e-5,296.7826769770408,3.4325925723891104,3.1114784621470024,1.0200132170825877,3.675744188664447e-5,5.720400124328958e-5,1.3585287305210767e-5,1.3449396845981228e-5,297.9541497885775,2.8197556538741213,1.2450824132944616,0.6657185439824459,3.380632867115093e-5,5.768523891778819e-5,1.503096647074304e-5,1.8589920468442353e-5,Oenothera suffrutescens,native,33,21.28542112544464,279.9241975726503,4.9425058552405225,4.592052441596156,0.6733288870177317,4.1250089389180316e-5,4.9197557004967916e-5,3.700537109104668e-5,2.4292705750879006e-5,285.59785381278607,5.028210914798934,4.973483415660579,1.0222332319103804,3.373449550711073e-5,4.623481465986156e-5,1.5990867041006948e-5,1.602535455422681e-5,291.8284443248402,4.239595846483268,4.239416978978308,1.123859726186716,4.227066574439758e-5,5.4513333634400554e-5,2.564397461606127e-5,2.490149112210276e-5,218.2448605279827,171.0836216366284,Northern America,2318,-99.77631240044919,41.538447126836374,Herbaceous,41.538447126836374,0.1275681701212987,0.05081042306850774,Flowering
196,NEV,Tamarix ramosissima,Tamarix ramosissima,exotic,108,87.86941260448646,290.91680356249395,3.184810728866215,10.031112220021866,1.1255768849644023,3.95177070504852e-6,9.323634542255246e-6,6.209909791599049e-6,1.1673810372736322e-5,292.67885382381485,3.393734243957206,8.048281644714542,1.06332119725335,2.9468935862711246e-6,7.93374569555681e-6,4.42041232392574e-6,9.946708821171682e-6,294.119654205699,3.6251967724405945,6.350343237036691,1.1606552759913564,3.07253971888873e-6,7.878713921004745e-6,4.655898213550373e-6,1.0362471539569932e-5,Eriogonum umbellatum,native,520,33.410371956381844,260.1017986904046,-15.362422976849167,450.7929235760498,438.65606060994213,-19.22877382231764,-19.22879880552721,438.4851599306189,438.4851588329134,265.1623028329702,-15.16117585866766,451.0125854761567,438.66510944042955,-19.22882093996883,-19.22881586456569,438.485157860384,438.4851580833825,270.19715836353794,-15.468061799504794,451.2253000217083,438.6521905104544,-19.228836801028297,-19.228828185187705,438.485157163488,438.4851575420457,140.0830615115963,178.6684476299136,Northern America,4409,-116.628005336537,39.3313322644737,Woody,39.3313322644737,-0.048103800828463786,0.011184178519640438,Flowering
197,NEV,Tamarix ramosissima,Tamarix ramosissima,exotic,108,87.86941260448646,290.91680356249395,3.184810728866215,10.031112220021866,1.1255768849644023,3.95177070504852e-6,9.323634542255246e-6,6.209909791599049e-6,1.1673810372736322e-5,292.67885382381485,3.393734243957206,8.048281644714542,1.06332119725335,2.9468935862711246e-6,7.93374569555681e-6,4.42041232392574e-6,9.946708821171682e-6,294.119654205699,3.6251967724405945,6.350343237036691,1.1606552759913564,3.07253971888873e-6,7.878713921004745e-6,4.655898213550373e-6,1.0362471539569932e-5,Eriogonum fasciculatum,native,239,45.92390658924525,283.93407386769144,3.3039046097572276,6.325718228275112,0.8070756493664701,7.54285297828449e-6,1.636530837497925e-5,8.384058327590782e-6,1.3949563313792938e-5,287.01748554650044,3.5534153516547375,5.443066087036289,0.9478990541699795,5.449990416740869e-6,1.3025093023108506e-5,5.994005409645656e-6,1.1611442531257903e-5,291.04761311253077,3.776908243196828,4.804859434297297,0.8972333143943807,3.6198117534025365e-6,9.060661640155949e-6,5.46591364422867e-6,1.021714226394032e-5,140.0830615115963,118.51368992918471,Northern America,4409,-116.628005336537,39.3313322644737,Woody,39.3313322644737,0.460866490930012,0.013749408557297749,Flowering
198,NEV,Tamarix ramosissima,Tamarix ramosissima,exotic,108,87.86941260448646,290.91680356249395,3.184810728866215,10.031112220021866,1.1255768849644023,3.95177070504852e-6,9.323634542255246e-6,6.209909791599049e-6,1.1673810372736322e-5,292.67885382381485,3.393734243957206,8.048281644714542,1.06332119725335,2.9468935862711246e-6,7.93374569555681e-6,4.42041232392574e-6,9.946708821171682e-6,294.119654205699,3.6251967724405945,6.350343237036691,1.1606552759913564,3.07253971888873e-6,7.878713921004745e-6,4.655898213550373e-6,1.0362471539569932e-5,Eriogonum heermannii,native,83,56.49674884497218,292.5045094440261,3.4207908506850644,8.129024869908697,1.0859767633195772,3.635709280570062e-6,8.231409106168846e-6,5.292515283862866e-6,9.848116308954715e-6,294.0644604418651,3.4530700819613567,5.7448017364912705,1.3218102999179884,3.6663499277706262e-6,7.337473938442906e-6,7.190608546812069e-6,9.58558016606765e-6,294.55560042906,3.4399799475207185,4.925828608854037,1.2084045598252142,3.7711143698858695e-6,7.402618630508946e-6,8.844016093909913e-6,1.3536036123859513e-5,140.0830615115963,231.4587649902444,Northern America,4409,-116.628005336537,39.3313322644737,Woody,39.3313322644737,-0.05400077107629685,0.021315085756199184,Flowering
199,NEV,Tamarix ramosissima,Tamarix ramosissima,exotic,108,87.86941260448646,290.91680356249395,3.184810728866215,10.031112220021866,1.1255768849644023,3.95177070504852e-6,9.323634542255246e-6,6.209909791599049e-6,1.1673810372736322e-5,292.67885382381485,3.393734243957206,8.048281644714542,1.06332119725335,2.9468935862711246e-6,7.93374569555681e-6,4.42041232392574e-6,9.946708821171682e-6,294.119654205699,3.6251967724405945,6.350343237036691,1.1606552759913564,3.07253971888873e-6,7.878713921004745e-6,4.655898213550373e-6,1.0362471539569932e-5,Eriogonum wrightii,native,29,23.095935136611757,296.7484585816833,2.534931500486268,3.775523376568857,1.111889161657667,5.0370278334801625e-6,1.0663271817180847e-5,5.472179687318144e-6,1.0989197465755801e-5,295.91192858465786,2.784897206108449,3.860402209351611,1.230318578703252,9.681829661194996e-6,1.9237201096026823e-5,1.490804488455471e-5,2.7432245705955782e-5,292.49904441395023,3.5069103888634703,4.738142227050049,1.427409365693466,8.130197744760982e-6,1.849091977031311e-5,8.76690336045562e-6,1.6692332241734923e-5,140.0830615115963,270.36043191090124,Northern America,4409,-116.628005336537,39.3313322644737,Woody,39.3313322644737,0.17796256422330367,0.04385760428237568,Flowering
